reltime,datetime,iSensor,confidence,heart_rate
70.416,2024/06/13 11:31:20.9359,5,1.0,63.0
70.621,2024/06/13 11:31:21.1409,3,1.0,64.0
70.662,2024/06/13 11:31:21.1819,5,1.0,63.0
70.867,2024/06/13 11:31:21.3869,3,1.0,64.0
70.908,2024/06/13 11:31:21.4279,5,1.0,63.0
71.113,2024/06/13 11:31:21.6329,3,1.0,64.0
71.155,2024/06/13 11:31:21.6749,5,1.0,63.0
71.36,2024/06/13 11:31:21.8799,3,1.0,64.0
71.606,2024/06/13 11:31:22.1259,3,1.0,64.0
71.647,2024/06/13 11:31:22.1669,5,1.0,63.0
71.853,2024/06/13 11:31:22.3729,3,1.0,64.0
71.894,2024/06/13 11:31:22.4139,5,1.0,63.0
72.099,2024/06/13 11:31:22.6189,3,1.0,64.0
72.141,2024/06/13 11:31:22.6609,5,1.0,63.0
72.345,2024/06/13 11:31:22.8649,3,1.0,64.0
72.386,2024/06/13 11:31:22.9059,5,1.0,63.0
72.592,2024/06/13 11:31:23.1119,3,1.0,64.0
72.633,2024/06/13 11:31:23.1529,5,1.0,63.0
72.838,2024/06/13 11:31:23.3579,3,1.0,64.0
72.879,2024/06/13 11:31:23.3989,5,1.0,63.0
73.084,2024/06/13 11:31:23.6039,3,1.0,64.0
73.125,2024/06/13 11:31:23.6449,5,1.0,63.0
73.33,2024/06/13 11:31:23.8499,3,1.0,64.0
73.372,2024/06/13 11:31:23.8919,5,1.0,63.0
73.577,2024/06/13 11:31:24.0969,3,1.0,64.0
73.618,2024/06/13 11:31:24.1379,5,1.0,63.0
73.822,2024/06/13 11:31:24.3419,3,1.0,64.0
73.864,2024/06/13 11:31:24.3839,5,1.0,63.0
74.069,2024/06/13 11:31:24.5889,3,1.0,64.0
74.111,2024/06/13 11:31:24.6309,5,1.0,63.0
74.315,2024/06/13 11:31:24.8349,3,1.0,64.0
74.356,2024/06/13 11:31:24.8759,5,1.0,63.0
74.561,2024/06/13 11:31:25.0809,3,1.0,63.0
74.603,2024/06/13 11:31:25.1229,5,1.0,63.0
74.808,2024/06/13 11:31:25.3279,3,1.0,63.0
74.849,2024/06/13 11:31:25.3689,5,1.0,63.0
75.054,2024/06/13 11:31:25.5739,3,1.0,63.0
75.095,2024/06/13 11:31:25.6149,5,1.0,63.0
75.301,2024/06/13 11:31:25.8209,3,1.0,63.0
75.342,2024/06/13 11:31:25.8619,5,1.0,63.0
75.546,2024/06/13 11:31:26.0659,3,1.0,63.0
75.588,2024/06/13 11:31:26.1079,5,1.0,63.0
75.793,2024/06/13 11:31:26.3129,3,1.0,63.0
75.835,2024/06/13 11:31:26.3549,5,1.0,63.0
76.039,2024/06/13 11:31:26.5589,3,1.0,63.0
76.08,2024/06/13 11:31:26.5999,5,1.0,63.0
76.285,2024/06/13 11:31:26.8049,3,1.0,63.0
76.327,2024/06/13 11:31:26.8469,5,1.0,63.0
76.573,2024/06/13 11:31:27.0929,5,1.0,63.0
76.778,2024/06/13 11:31:27.2979,3,1.0,63.0
76.819,2024/06/13 11:31:27.3389,5,1.0,63.0
77.025,2024/06/13 11:31:27.5449,3,1.0,63.0
77.066,2024/06/13 11:31:27.5859,5,1.0,63.0
77.27,2024/06/13 11:31:27.7899,3,1.0,63.0
77.517,2024/06/13 11:31:28.0369,3,1.0,63.0
77.558,2024/06/13 11:31:28.0779,5,1.0,63.0
77.763,2024/06/13 11:31:28.2829,3,1.0,63.0
77.804,2024/06/13 11:31:28.3239,5,1.0,63.0
78.009,2024/06/13 11:31:28.5289,3,1.0,63.0
78.051,2024/06/13 11:31:28.5709,5,1.0,63.0
78.256,2024/06/13 11:31:28.7759,3,1.0,63.0
78.297,2024/06/13 11:31:28.8169,5,1.0,63.0
78.502,2024/06/13 11:31:29.0219,3,1.0,63.0
78.543,2024/06/13 11:31:29.0629,5,1.0,63.0
78.748,2024/06/13 11:31:29.2679,3,1.0,63.0
78.79,2024/06/13 11:31:29.3099,5,1.0,63.0
78.995,2024/06/13 11:31:29.5149,3,1.0,63.0
79.036,2024/06/13 11:31:29.5559,5,1.0,63.0
79.241,2024/06/13 11:31:29.7609,3,1.0,63.0
79.282,2024/06/13 11:31:29.8019,5,1.0,63.0
79.487,2024/06/13 11:31:30.0069,3,1.0,63.0
79.529,2024/06/13 11:31:30.0489,5,1.0,62.0
79.734,2024/06/13 11:31:30.2539,3,1.0,63.0
79.774,2024/06/13 11:31:30.2939,5,1.0,62.0
79.98,2024/06/13 11:31:30.4999,3,1.0,63.0
80.022,2024/06/13 11:31:30.5419,5,1.0,62.0
80.226,2024/06/13 11:31:30.7459,3,1.0,63.0
80.267,2024/06/13 11:31:30.7869,5,1.0,62.0
80.473,2024/06/13 11:31:30.9929,3,1.0,63.0
80.514,2024/06/13 11:31:31.0339,5,1.0,62.0
80.719,2024/06/13 11:31:31.2389,3,1.0,63.0
80.76,2024/06/13 11:31:31.2799,5,1.0,62.0
81.006,2024/06/13 11:31:31.5259,5,1.0,62.0
81.21,2024/06/13 11:31:31.7299,3,1.0,63.0
81.252,2024/06/13 11:31:31.7719,5,1.0,62.0
81.457,2024/06/13 11:31:31.9769,3,1.0,63.0
81.498,2024/06/13 11:31:32.0179,5,1.0,62.0
81.703,2024/06/13 11:31:32.2229,3,1.0,63.0
81.745,2024/06/13 11:31:32.2649,5,1.0,62.0
81.95,2024/06/13 11:31:32.4699,3,1.0,63.0
81.991,2024/06/13 11:31:32.5109,5,1.0,62.0
82.196,2024/06/13 11:31:32.7159,3,1.0,63.0
82.238,2024/06/13 11:31:32.7579,5,1.0,62.0
82.442,2024/06/13 11:31:32.9619,3,1.0,63.0
82.484,2024/06/13 11:31:33.0039,5,1.0,62.0
82.689,2024/06/13 11:31:33.2089,3,1.0,63.0
82.73,2024/06/13 11:31:33.2499,5,1.0,62.0
82.935,2024/06/13 11:31:33.4549,3,1.0,63.0
82.976,2024/06/13 11:31:33.4959,5,1.0,62.0
83.181,2024/06/13 11:31:33.7009,3,1.0,63.0
83.223,2024/06/13 11:31:33.7429,5,1.0,62.0
83.427,2024/06/13 11:31:33.9469,3,1.0,63.0
83.469,2024/06/13 11:31:33.9889,5,1.0,62.0
83.674,2024/06/13 11:31:34.1939,3,1.0,63.0
83.715,2024/06/13 11:31:34.2349,5,1.0,62.0
83.92,2024/06/13 11:31:34.4399,3,1.0,63.0
83.962,2024/06/13 11:31:34.4819,5,1.0,62.0
84.166,2024/06/13 11:31:34.6859,3,1.0,63.0
84.208,2024/06/13 11:31:34.7279,5,1.0,62.0
84.413,2024/06/13 11:31:34.9329,3,1.0,63.0
84.454,2024/06/13 11:31:34.9739,5,1.0,62.0
84.659,2024/06/13 11:31:35.1789,3,1.0,63.0
84.7,2024/06/13 11:31:35.2199,5,1.0,62.0
84.905,2024/06/13 11:31:35.4249,3,1.0,64.0
84.947,2024/06/13 11:31:35.4669,5,1.0,62.0
85.151,2024/06/13 11:31:35.6709,3,1.0,64.0
85.193,2024/06/13 11:31:35.7129,5,1.0,62.0
85.398,2024/06/13 11:31:35.9179,3,1.0,64.0
85.439,2024/06/13 11:31:35.9589,5,1.0,62.0
85.644,2024/06/13 11:31:36.1639,3,1.0,64.0
85.686,2024/06/13 11:31:36.2059,5,1.0,62.0
85.89,2024/06/13 11:31:36.4099,3,1.0,64.0
85.931,2024/06/13 11:31:36.4509,5,1.0,62.0
86.137,2024/06/13 11:31:36.6569,3,1.0,64.0
86.178,2024/06/13 11:31:36.6979,5,1.0,62.0
86.383,2024/06/13 11:31:36.9029,3,1.0,64.0
86.424,2024/06/13 11:31:36.9439,5,1.0,62.0
86.671,2024/06/13 11:31:37.1909,5,1.0,62.0
86.875,2024/06/13 11:31:37.3949,3,1.0,64.0
86.917,2024/06/13 11:31:37.4369,5,1.0,62.0
87.163,2024/06/13 11:31:37.6829,5,1.0,62.0
87.367,2024/06/13 11:31:37.8869,3,1.0,63.0
87.614,2024/06/13 11:31:38.1339,3,1.0,63.0
87.655,2024/06/13 11:31:38.1749,5,1.0,62.0
87.86,2024/06/13 11:31:38.3799,3,1.0,63.0
87.902,2024/06/13 11:31:38.4219,5,1.0,62.0
88.107,2024/06/13 11:31:38.6269,3,1.0,63.0
88.395,2024/06/13 11:31:38.9149,5,1.0,63.0
88.599,2024/06/13 11:31:39.1189,3,1.0,63.0
88.641,2024/06/13 11:31:39.1609,5,1.0,63.0
88.846,2024/06/13 11:31:39.3659,3,1.0,63.0
88.887,2024/06/13 11:31:39.4069,5,1.0,63.0
89.092,2024/06/13 11:31:39.6119,3,1.0,63.0
89.134,2024/06/13 11:31:39.6539,5,1.0,63.0
89.338,2024/06/13 11:31:39.8579,3,1.0,63.0
89.379,2024/06/13 11:31:39.8989,5,1.0,63.0
89.584,2024/06/13 11:31:40.1039,3,1.0,63.0
89.625,2024/06/13 11:31:40.1449,5,1.0,63.0
89.831,2024/06/13 11:31:40.3509,3,1.0,63.0
89.872,2024/06/13 11:31:40.3919,5,1.0,63.0
90.077,2024/06/13 11:31:40.5969,3,1.0,63.0
90.118,2024/06/13 11:31:40.6379,5,1.0,63.0
90.323,2024/06/13 11:31:40.8429,3,1.0,63.0
90.365,2024/06/13 11:31:40.8849,5,1.0,63.0
90.57,2024/06/13 11:31:41.0899,3,1.0,63.0
90.611,2024/06/13 11:31:41.1309,5,1.0,63.0
90.816,2024/06/13 11:31:41.3359,3,1.0,63.0
90.858,2024/06/13 11:31:41.3779,5,1.0,63.0
91.061,2024/06/13 11:31:41.5809,3,1.0,63.0
91.103,2024/06/13 11:31:41.6229,5,1.0,63.0
91.308,2024/06/13 11:31:41.8279,3,1.0,63.0
91.35,2024/06/13 11:31:41.8699,5,1.0,63.0
91.554,2024/06/13 11:31:42.0739,3,1.0,63.0
91.596,2024/06/13 11:31:42.1159,5,1.0,63.0
91.8,2024/06/13 11:31:42.3199,3,1.0,63.0
91.842,2024/06/13 11:31:42.3619,5,1.0,63.0
92.047,2024/06/13 11:31:42.5669,3,1.0,63.0
92.088,2024/06/13 11:31:42.6079,5,1.0,63.0
92.293,2024/06/13 11:31:42.8129,3,1.0,63.0
92.335,2024/06/13 11:31:42.8549,5,1.0,63.0
92.539,2024/06/13 11:31:43.0589,3,1.0,63.0
92.581,2024/06/13 11:31:43.1009,5,1.0,63.0
92.785,2024/06/13 11:31:43.3049,3,1.0,63.0
92.827,2024/06/13 11:31:43.3469,5,1.0,63.0
93.032,2024/06/13 11:31:43.5519,3,1.0,63.0
93.073,2024/06/13 11:31:43.5929,5,1.0,63.0
93.279,2024/06/13 11:31:43.7989,3,1.0,63.0
93.32,2024/06/13 11:31:43.8399,5,1.0,63.0
93.525,2024/06/13 11:31:44.0449,3,1.0,63.0
93.567,2024/06/13 11:31:44.0869,5,1.0,63.0
93.771,2024/06/13 11:31:44.2909,3,1.0,63.0
93.813,2024/06/13 11:31:44.3329,5,1.0,63.0
94.017,2024/06/13 11:31:44.5369,3,1.0,63.0
94.059,2024/06/13 11:31:44.5789,5,1.0,63.0
94.263,2024/06/13 11:31:44.7829,3,1.0,63.0
94.305,2024/06/13 11:31:44.8249,5,1.0,63.0
94.51,2024/06/13 11:31:45.0299,3,1.0,63.0
94.551,2024/06/13 11:31:45.0709,5,1.0,62.0
94.756,2024/06/13 11:31:45.2759,3,1.0,63.0
94.797,2024/06/13 11:31:45.3169,5,1.0,62.0
95.002,2024/06/13 11:31:45.5219,3,1.0,64.0
95.044,2024/06/13 11:31:45.5639,5,1.0,62.0
95.248,2024/06/13 11:31:45.7679,3,1.0,64.0
95.29,2024/06/13 11:31:45.8099,5,1.0,62.0
95.495,2024/06/13 11:31:46.0149,3,1.0,64.0
95.536,2024/06/13 11:31:46.0559,5,1.0,62.0
95.741,2024/06/13 11:31:46.2609,3,1.0,65.0
95.783,2024/06/13 11:31:46.3029,5,1.0,62.0
95.987,2024/06/13 11:31:46.5069,3,1.0,65.0
96.029,2024/06/13 11:31:46.5489,5,1.0,62.0
96.234,2024/06/13 11:31:46.7539,3,1.0,65.0
96.276,2024/06/13 11:31:46.7959,5,1.0,62.0
96.48,2024/06/13 11:31:46.9999,3,1.0,66.0
96.522,2024/06/13 11:31:47.0419,5,1.0,62.0
96.726,2024/06/13 11:31:47.2459,3,1.0,66.0
96.767,2024/06/13 11:31:47.2869,5,1.0,62.0
96.973,2024/06/13 11:31:47.4929,3,1.0,66.0
97.014,2024/06/13 11:31:47.5339,5,1.0,62.0
97.218,2024/06/13 11:31:47.7379,3,1.0,66.0
97.26,2024/06/13 11:31:47.7799,5,1.0,62.0
97.465,2024/06/13 11:31:47.9849,3,1.0,67.0
97.506,2024/06/13 11:31:48.0259,5,1.0,62.0
97.711,2024/06/13 11:31:48.2309,3,1.0,67.0
97.753,2024/06/13 11:31:48.2729,5,1.0,62.0
97.957,2024/06/13 11:31:48.4769,3,1.0,67.0
97.999,2024/06/13 11:31:48.5189,5,1.0,62.0
98.204,2024/06/13 11:31:48.7239,3,1.0,67.0
98.246,2024/06/13 11:31:48.7659,5,1.0,62.0
98.45,2024/06/13 11:31:48.9699,3,1.0,67.0
98.696,2024/06/13 11:31:49.2159,3,1.0,67.0
98.738,2024/06/13 11:31:49.2579,5,1.0,62.0
98.943,2024/06/13 11:31:49.4629,3,1.0,67.0
98.985,2024/06/13 11:31:49.5049,5,1.0,62.0
99.189,2024/06/13 11:31:49.7089,3,1.0,67.0
99.231,2024/06/13 11:31:49.7509,5,1.0,62.0
99.435,2024/06/13 11:31:49.9549,3,1.0,67.0
99.477,2024/06/13 11:31:49.9969,5,1.0,62.0
99.682,2024/06/13 11:31:50.2019,3,1.0,67.0
99.724,2024/06/13 11:31:50.2439,5,1.0,62.0
99.97,2024/06/13 11:31:50.4899,5,1.0,62.0
100.173,2024/06/13 11:31:50.6929,3,1.0,67.0
100.215,2024/06/13 11:31:50.7349,5,1.0,62.0
100.421,2024/06/13 11:31:50.9409,3,1.0,68.0
100.462,2024/06/13 11:31:50.9819,5,1.0,62.0
100.666,2024/06/13 11:31:51.1859,3,1.0,68.0
100.708,2024/06/13 11:31:51.2279,5,1.0,62.0
100.912,2024/06/13 11:31:51.4319,3,1.0,68.0
100.954,2024/06/13 11:31:51.4739,5,1.0,62.0
101.159,2024/06/13 11:31:51.6789,3,1.0,68.0
101.201,2024/06/13 11:31:51.7209,5,1.0,62.0
101.405,2024/06/13 11:31:51.9249,3,1.0,68.0
101.447,2024/06/13 11:31:51.9669,5,1.0,62.0
101.651,2024/06/13 11:31:52.1709,3,1.0,68.0
101.693,2024/06/13 11:31:52.2129,5,1.0,62.0
101.94,2024/06/13 11:31:52.4599,5,1.0,62.0
102.144,2024/06/13 11:31:52.6639,3,1.0,67.0
102.186,2024/06/13 11:31:52.7059,5,1.0,62.0
102.39,2024/06/13 11:31:52.9099,3,1.0,67.0
102.432,2024/06/13 11:31:52.9519,5,1.0,62.0
102.637,2024/06/13 11:31:53.1569,3,1.0,67.0
102.679,2024/06/13 11:31:53.1989,5,1.0,62.0
102.883,2024/06/13 11:31:53.4029,3,1.0,67.0
102.925,2024/06/13 11:31:53.4449,5,1.0,62.0
103.13,2024/06/13 11:31:53.6499,3,1.0,67.0
103.171,2024/06/13 11:31:53.6909,5,1.0,62.0
103.376,2024/06/13 11:31:53.8959,3,1.0,67.0
103.621,2024/06/13 11:31:54.1409,3,1.0,67.0
103.663,2024/06/13 11:31:54.1829,5,1.0,64.0
103.868,2024/06/13 11:31:54.3879,3,1.0,67.0
103.91,2024/06/13 11:31:54.4299,5,1.0,64.0
104.114,2024/06/13 11:31:54.6339,3,1.0,67.0
104.156,2024/06/13 11:31:54.6759,5,1.0,64.0
104.36,2024/06/13 11:31:54.8799,3,1.0,67.0
104.402,2024/06/13 11:31:54.9219,5,1.0,64.0
104.607,2024/06/13 11:31:55.1269,3,1.0,67.0
104.649,2024/06/13 11:31:55.1689,5,1.0,64.0
104.853,2024/06/13 11:31:55.3729,3,1.0,67.0
104.897,2024/06/13 11:31:55.4169,5,1.0,64.0
105.099,2024/06/13 11:31:55.6189,3,1.0,67.0
105.141,2024/06/13 11:31:55.6609,5,1.0,64.0
105.346,2024/06/13 11:31:55.8659,3,1.0,67.0
105.388,2024/06/13 11:31:55.9079,5,1.0,65.0
105.592,2024/06/13 11:31:56.1119,3,1.0,67.0
105.634,2024/06/13 11:31:56.1539,5,1.0,65.0
105.838,2024/06/13 11:31:56.3579,3,1.0,67.0
105.88,2024/06/13 11:31:56.3999,5,1.0,65.0
106.085,2024/06/13 11:31:56.6049,3,1.0,67.0
106.126,2024/06/13 11:31:56.6459,5,1.0,65.0
106.331,2024/06/13 11:31:56.8509,3,1.0,67.0
106.373,2024/06/13 11:31:56.8929,5,1.0,65.0
106.577,2024/06/13 11:31:57.0969,3,1.0,67.0
106.618,2024/06/13 11:31:57.1379,5,1.0,65.0
106.823,2024/06/13 11:31:57.3429,3,1.0,67.0
106.865,2024/06/13 11:31:57.3849,5,1.0,65.0
107.069,2024/06/13 11:31:57.5889,3,1.0,67.0
107.111,2024/06/13 11:31:57.6309,5,1.0,65.0
107.317,2024/06/13 11:31:57.8369,3,1.0,67.0
107.357,2024/06/13 11:31:57.8769,5,1.0,65.0
107.562,2024/06/13 11:31:58.0819,3,1.0,67.0
107.604,2024/06/13 11:31:58.1239,5,1.0,65.0
107.851,2024/06/13 11:31:58.3709,5,1.0,65.0
108.054,2024/06/13 11:31:58.5739,3,1.0,67.0
108.096,2024/06/13 11:31:58.6159,5,1.0,65.0
108.301,2024/06/13 11:31:58.8209,3,1.0,67.0
108.343,2024/06/13 11:31:58.8629,5,1.0,65.0
108.547,2024/06/13 11:31:59.0669,3,1.0,67.0
108.588,2024/06/13 11:31:59.1079,5,1.0,65.0
108.793,2024/06/13 11:31:59.3129,3,1.0,67.0
108.835,2024/06/13 11:31:59.3549,5,1.0,65.0
109.039,2024/06/13 11:31:59.5589,3,1.0,67.0
109.082,2024/06/13 11:31:59.6019,5,1.0,65.0
109.286,2024/06/13 11:31:59.8059,3,1.0,67.0
109.328,2024/06/13 11:31:59.8479,5,1.0,65.0
109.532,2024/06/13 11:32:00.0519,3,1.0,67.0
109.574,2024/06/13 11:32:00.0939,5,1.0,65.0
109.779,2024/06/13 11:32:00.2989,3,1.0,67.0
109.82,2024/06/13 11:32:00.3399,5,1.0,65.0
110.024,2024/06/13 11:32:00.5439,3,1.0,67.0
110.066,2024/06/13 11:32:00.5859,5,1.0,65.0
110.271,2024/06/13 11:32:00.7909,3,1.0,67.0
110.313,2024/06/13 11:32:00.8329,5,1.0,65.0
110.559,2024/06/13 11:32:01.0789,5,1.0,65.0
110.806,2024/06/13 11:32:01.3259,5,1.0,65.0
111.009,2024/06/13 11:32:01.5289,3,1.0,67.0
111.052,2024/06/13 11:32:01.5719,5,1.0,65.0
111.256,2024/06/13 11:32:01.7759,3,1.0,67.0
111.298,2024/06/13 11:32:01.8179,5,1.0,65.0
111.502,2024/06/13 11:32:02.0219,3,1.0,67.0
111.544,2024/06/13 11:32:02.0639,5,1.0,65.0
111.749,2024/06/13 11:32:02.2689,3,1.0,67.0
111.79,2024/06/13 11:32:02.3099,5,1.0,65.0
111.995,2024/06/13 11:32:02.5149,3,1.0,67.0
112.037,2024/06/13 11:32:02.5569,5,1.0,65.0
112.242,2024/06/13 11:32:02.7619,3,1.0,67.0
112.284,2024/06/13 11:32:02.8039,5,1.0,65.0
112.488,2024/06/13 11:32:03.0079,3,1.0,67.0
112.734,2024/06/13 11:32:03.2539,3,1.0,67.0
112.776,2024/06/13 11:32:03.2959,5,1.0,65.0
112.98,2024/06/13 11:32:03.4999,3,1.0,66.0
113.022,2024/06/13 11:32:03.5419,5,1.0,65.0
113.227,2024/06/13 11:32:03.7469,3,1.0,66.0
113.268,2024/06/13 11:32:03.7879,5,1.0,65.0
113.472,2024/06/13 11:32:03.9919,3,1.0,66.0
113.514,2024/06/13 11:32:04.0339,5,1.0,65.0
113.719,2024/06/13 11:32:04.2389,3,1.0,66.0
113.761,2024/06/13 11:32:04.2809,5,1.0,65.0
113.965,2024/06/13 11:32:04.4849,3,1.0,66.0
114.007,2024/06/13 11:32:04.5269,5,1.0,65.0
114.211,2024/06/13 11:32:04.7309,3,1.0,66.0
114.253,2024/06/13 11:32:04.7729,5,1.0,65.0
114.458,2024/06/13 11:32:04.9779,3,1.0,66.0
114.5,2024/06/13 11:32:05.0199,5,1.0,65.0
114.704,2024/06/13 11:32:05.2239,3,1.0,66.0
114.745,2024/06/13 11:32:05.2649,5,1.0,65.0
114.95,2024/06/13 11:32:05.4699,3,1.0,66.0
114.992,2024/06/13 11:32:05.5119,5,1.0,65.0
115.196,2024/06/13 11:32:05.7159,3,1.0,66.0
115.238,2024/06/13 11:32:05.7579,5,1.0,65.0
115.443,2024/06/13 11:32:05.9629,3,1.0,66.0
115.485,2024/06/13 11:32:06.0049,5,1.0,65.0
115.689,2024/06/13 11:32:06.2089,3,1.0,66.0
115.935,2024/06/13 11:32:06.4549,3,1.0,66.0
115.977,2024/06/13 11:32:06.4969,5,1.0,65.0
116.182,2024/06/13 11:32:06.7019,3,1.0,66.0
116.223,2024/06/13 11:32:06.7429,5,1.0,65.0
116.428,2024/06/13 11:32:06.9479,3,1.0,66.0
116.47,2024/06/13 11:32:06.9899,5,1.0,65.0
116.674,2024/06/13 11:32:07.1939,3,1.0,65.0
116.716,2024/06/13 11:32:07.2359,5,1.0,65.0
116.92,2024/06/13 11:32:07.4399,3,1.0,65.0
116.962,2024/06/13 11:32:07.4819,5,1.0,65.0
117.167,2024/06/13 11:32:07.6869,3,1.0,65.0
117.208,2024/06/13 11:32:07.7279,5,1.0,65.0
117.413,2024/06/13 11:32:07.9329,3,1.0,65.0
117.455,2024/06/13 11:32:07.9749,5,1.0,64.0
117.66,2024/06/13 11:32:08.1799,3,1.0,65.0
117.701,2024/06/13 11:32:08.2209,5,1.0,64.0
117.905,2024/06/13 11:32:08.4249,3,1.0,65.0
117.948,2024/06/13 11:32:08.4679,5,1.0,64.0
118.152,2024/06/13 11:32:08.6719,3,1.0,65.0
118.194,2024/06/13 11:32:08.7139,5,1.0,64.0
118.398,2024/06/13 11:32:08.9179,3,1.0,65.0
118.44,2024/06/13 11:32:08.9599,5,1.0,64.0
118.644,2024/06/13 11:32:09.1639,3,1.0,65.0
118.686,2024/06/13 11:32:09.2059,5,1.0,64.0
118.89,2024/06/13 11:32:09.4099,3,1.0,65.0
118.932,2024/06/13 11:32:09.4519,5,1.0,64.0
119.136,2024/06/13 11:32:09.6559,3,1.0,65.0
119.178,2024/06/13 11:32:09.6979,5,1.0,64.0
119.383,2024/06/13 11:32:09.9029,3,1.0,65.0
119.425,2024/06/13 11:32:09.9449,5,1.0,64.0
119.629,2024/06/13 11:32:10.1489,3,1.0,65.0
119.671,2024/06/13 11:32:10.1909,5,1.0,64.0
119.875,2024/06/13 11:32:10.3949,3,1.0,65.0
119.918,2024/06/13 11:32:10.4379,5,1.0,64.0
120.121,2024/06/13 11:32:10.6409,3,1.0,65.0
120.164,2024/06/13 11:32:10.6839,5,1.0,64.0
120.368,2024/06/13 11:32:10.8879,3,1.0,65.0
120.41,2024/06/13 11:32:10.9299,5,1.0,64.0
120.614,2024/06/13 11:32:11.1339,3,1.0,65.0
120.656,2024/06/13 11:32:11.1759,5,1.0,64.0
120.861,2024/06/13 11:32:11.3809,3,1.0,65.0
120.903,2024/06/13 11:32:11.4229,5,1.0,64.0
121.149,2024/06/13 11:32:11.6689,5,1.0,64.0
121.353,2024/06/13 11:32:11.8729,3,1.0,65.0
121.396,2024/06/13 11:32:11.9159,5,1.0,64.0
121.641,2024/06/13 11:32:12.1609,5,1.0,64.0
121.846,2024/06/13 11:32:12.3659,3,1.0,65.0
121.888,2024/06/13 11:32:12.4079,5,1.0,64.0
122.092,2024/06/13 11:32:12.6119,3,1.0,65.0
122.134,2024/06/13 11:32:12.6539,5,1.0,64.0
122.338,2024/06/13 11:32:12.8579,3,1.0,65.0
122.38,2024/06/13 11:32:12.8999,5,1.0,64.0
122.585,2024/06/13 11:32:13.1049,3,1.0,64.0
122.627,2024/06/13 11:32:13.1469,5,1.0,64.0
122.831,2024/06/13 11:32:13.3509,3,1.0,64.0
122.873,2024/06/13 11:32:13.3929,5,1.0,64.0
123.077,2024/06/13 11:32:13.5969,3,1.0,64.0
123.119,2024/06/13 11:32:13.6389,5,1.0,64.0
123.323,2024/06/13 11:32:13.8429,3,1.0,64.0
123.365,2024/06/13 11:32:13.8849,5,1.0,63.0
123.57,2024/06/13 11:32:14.0899,3,1.0,64.0
123.612,2024/06/13 11:32:14.1319,5,1.0,63.0
123.816,2024/06/13 11:32:14.3359,3,1.0,64.0
123.858,2024/06/13 11:32:14.3779,5,1.0,63.0
124.063,2024/06/13 11:32:14.5829,3,1.0,64.0
124.105,2024/06/13 11:32:14.6249,5,1.0,63.0
124.309,2024/06/13 11:32:14.8289,3,1.0,64.0
124.351,2024/06/13 11:32:14.8709,5,1.0,63.0
124.554,2024/06/13 11:32:15.0739,3,1.0,64.0
124.597,2024/06/13 11:32:15.1169,5,1.0,63.0
124.801,2024/06/13 11:32:15.3209,3,1.0,64.0
124.844,2024/06/13 11:32:15.3639,5,1.0,63.0
125.048,2024/06/13 11:32:15.5679,3,1.0,64.0
125.089,2024/06/13 11:32:15.6089,5,1.0,63.0
125.294,2024/06/13 11:32:15.8139,3,1.0,64.0
125.336,2024/06/13 11:32:15.8559,5,1.0,63.0
125.54,2024/06/13 11:32:16.0599,3,1.0,63.0
125.581,2024/06/13 11:32:16.1009,5,1.0,63.0
125.786,2024/06/13 11:32:16.3059,3,1.0,63.0
125.828,2024/06/13 11:32:16.3479,5,1.0,63.0
126.032,2024/06/13 11:32:16.5519,3,1.0,63.0
126.074,2024/06/13 11:32:16.5939,5,1.0,63.0
126.278,2024/06/13 11:32:16.7979,3,1.0,63.0
126.32,2024/06/13 11:32:16.8399,5,1.0,63.0
126.525,2024/06/13 11:32:17.0449,3,1.0,63.0
126.567,2024/06/13 11:32:17.0869,5,1.0,63.0
126.771,2024/06/13 11:32:17.2909,3,1.0,63.0
126.813,2024/06/13 11:32:17.3329,5,1.0,63.0
127.018,2024/06/13 11:32:17.5379,3,1.0,63.0
127.06,2024/06/13 11:32:17.5799,5,1.0,63.0
127.264,2024/06/13 11:32:17.7839,3,1.0,63.0
127.51,2024/06/13 11:32:18.0299,3,1.0,63.0
127.553,2024/06/13 11:32:18.0729,5,1.0,63.0
127.756,2024/06/13 11:32:18.2759,3,1.0,63.0
127.799,2024/06/13 11:32:18.3189,5,1.0,62.0
128.003,2024/06/13 11:32:18.5229,3,1.0,63.0
128.045,2024/06/13 11:32:18.5649,5,1.0,62.0
128.249,2024/06/13 11:32:18.7689,3,1.0,63.0
128.291,2024/06/13 11:32:18.8109,5,1.0,62.0
128.537,2024/06/13 11:32:19.0569,5,1.0,62.0
128.742,2024/06/13 11:32:19.2619,3,1.0,63.0
128.784,2024/06/13 11:32:19.3039,5,1.0,62.0
128.988,2024/06/13 11:32:19.5079,3,1.0,63.0
129.03,2024/06/13 11:32:19.5499,5,1.0,62.0
129.233,2024/06/13 11:32:19.7529,3,1.0,63.0
129.276,2024/06/13 11:32:19.7959,5,1.0,62.0
129.48,2024/06/13 11:32:19.9999,3,1.0,63.0
129.522,2024/06/13 11:32:20.0419,5,1.0,62.0
129.726,2024/06/13 11:32:20.2459,3,1.0,63.0
129.769,2024/06/13 11:32:20.2889,5,1.0,62.0
129.972,2024/06/13 11:32:20.4919,3,1.0,63.0
130.015,2024/06/13 11:32:20.5349,5,1.0,62.0
130.261,2024/06/13 11:32:20.7809,5,1.0,62.0
130.466,2024/06/13 11:32:20.9859,3,1.0,62.0
