reltime,datetime,iSensor,confidence,heart_rate
130.507,2024/06/13 11:32:21.0269,5,1.0,61.0
130.712,2024/06/13 11:32:21.2319,3,1.0,62.0
130.753,2024/06/13 11:32:21.2729,5,1.0,61.0
130.958,2024/06/13 11:32:21.4779,3,1.0,62.0
131.0,2024/06/13 11:32:21.5199,5,1.0,61.0
131.204,2024/06/13 11:32:21.7239,3,1.0,62.0
131.247,2024/06/13 11:32:21.7669,5,1.0,61.0
131.451,2024/06/13 11:32:21.9709,3,1.0,62.0
131.493,2024/06/13 11:32:22.0129,5,1.0,61.0
131.696,2024/06/13 11:32:22.2159,3,1.0,62.0
131.738,2024/06/13 11:32:22.2579,5,1.0,61.0
131.985,2024/06/13 11:32:22.5049,5,1.0,61.0
132.19,2024/06/13 11:32:22.7099,3,1.0,62.0
132.232,2024/06/13 11:32:22.7519,5,1.0,61.0
132.436,2024/06/13 11:32:22.9559,3,1.0,62.0
132.477,2024/06/13 11:32:22.9969,5,1.0,60.0
132.682,2024/06/13 11:32:23.2019,3,1.0,62.0
132.724,2024/06/13 11:32:23.2439,5,1.0,60.0
132.928,2024/06/13 11:32:23.4479,3,1.0,62.0
132.971,2024/06/13 11:32:23.4909,5,1.0,60.0
133.174,2024/06/13 11:32:23.6939,3,1.0,63.0
133.217,2024/06/13 11:32:23.7369,5,1.0,60.0
133.421,2024/06/13 11:32:23.9409,3,1.0,63.0
133.463,2024/06/13 11:32:23.9829,5,1.0,60.0
133.666,2024/06/13 11:32:24.1859,3,1.0,63.0
133.709,2024/06/13 11:32:24.2289,5,1.0,60.0
133.914,2024/06/13 11:32:24.4339,3,1.0,63.0
133.956,2024/06/13 11:32:24.4759,5,1.0,60.0
134.159,2024/06/13 11:32:24.6789,3,1.0,63.0
134.202,2024/06/13 11:32:24.7219,5,1.0,60.0
134.405,2024/06/13 11:32:24.9249,3,1.0,63.0
134.448,2024/06/13 11:32:24.9679,5,1.0,60.0
134.652,2024/06/13 11:32:25.1719,3,1.0,63.0
134.694,2024/06/13 11:32:25.2139,5,1.0,60.0
134.898,2024/06/13 11:32:25.4179,3,1.0,63.0
134.94,2024/06/13 11:32:25.4599,5,1.0,60.0
135.144,2024/06/13 11:32:25.6639,3,1.0,63.0
135.187,2024/06/13 11:32:25.7069,5,1.0,60.0
135.391,2024/06/13 11:32:25.9109,3,1.0,63.0
135.433,2024/06/13 11:32:25.9529,5,1.0,60.0
135.637,2024/06/13 11:32:26.1569,3,1.0,63.0
135.679,2024/06/13 11:32:26.1989,5,1.0,60.0
135.884,2024/06/13 11:32:26.4039,3,1.0,63.0
135.926,2024/06/13 11:32:26.4459,5,1.0,60.0
136.129,2024/06/13 11:32:26.6489,3,1.0,63.0
136.172,2024/06/13 11:32:26.6919,5,1.0,60.0
136.376,2024/06/13 11:32:26.8959,3,1.0,63.0
136.418,2024/06/13 11:32:26.9379,5,1.0,60.0
136.622,2024/06/13 11:32:27.1419,3,1.0,63.0
136.665,2024/06/13 11:32:27.1849,5,1.0,60.0
136.869,2024/06/13 11:32:27.3889,3,1.0,63.0
136.911,2024/06/13 11:32:27.4309,5,1.0,60.0
137.115,2024/06/13 11:32:27.6349,3,1.0,63.0
137.361,2024/06/13 11:32:27.8809,3,1.0,63.0
137.403,2024/06/13 11:32:27.9229,5,1.0,60.0
137.607,2024/06/13 11:32:28.1269,3,1.0,63.0
137.65,2024/06/13 11:32:28.1699,5,1.0,60.0
137.853,2024/06/13 11:32:28.3729,3,1.0,63.0
137.896,2024/06/13 11:32:28.4159,5,1.0,60.0
138.1,2024/06/13 11:32:28.6199,3,1.0,63.0
138.142,2024/06/13 11:32:28.6619,5,1.0,60.0
138.346,2024/06/13 11:32:28.8659,3,1.0,63.0
138.388,2024/06/13 11:32:28.9079,5,1.0,61.0
138.592,2024/06/13 11:32:29.1119,3,1.0,63.0
138.634,2024/06/13 11:32:29.1539,5,1.0,61.0
138.838,2024/06/13 11:32:29.3579,3,1.0,63.0
138.881,2024/06/13 11:32:29.4009,5,1.0,61.0
139.085,2024/06/13 11:32:29.6049,3,1.0,63.0
139.127,2024/06/13 11:32:29.6469,5,1.0,61.0
139.331,2024/06/13 11:32:29.8509,3,1.0,62.0
139.374,2024/06/13 11:32:29.8939,5,1.0,63.0
139.577,2024/06/13 11:32:30.0969,3,1.0,62.0
139.619,2024/06/13 11:32:30.1389,5,1.0,63.0
139.823,2024/06/13 11:32:30.3429,3,1.0,62.0
139.866,2024/06/13 11:32:30.3859,5,1.0,63.0
140.071,2024/06/13 11:32:30.5909,3,1.0,62.0
140.112,2024/06/13 11:32:30.6319,5,1.0,63.0
140.317,2024/06/13 11:32:30.8369,3,1.0,61.0
140.563,2024/06/13 11:32:31.0829,3,1.0,61.0
140.605,2024/06/13 11:32:31.1249,5,1.0,63.0
140.809,2024/06/13 11:32:31.3289,3,1.0,61.0
141.055,2024/06/13 11:32:31.5749,3,1.0,61.0
141.097,2024/06/13 11:32:31.6169,5,1.0,63.0
141.301,2024/06/13 11:32:31.8209,3,1.0,61.0
141.343,2024/06/13 11:32:31.8629,5,1.0,63.0
141.59,2024/06/13 11:32:32.1099,5,1.0,63.0
141.794,2024/06/13 11:32:32.3139,3,1.0,61.0
141.836,2024/06/13 11:32:32.3559,5,1.0,63.0
142.04,2024/06/13 11:32:32.5599,3,1.0,61.0
142.082,2024/06/13 11:32:32.6019,5,1.0,63.0
142.287,2024/06/13 11:32:32.8069,3,1.0,61.0
142.329,2024/06/13 11:32:32.8489,5,1.0,63.0
142.533,2024/06/13 11:32:33.0529,3,1.0,61.0
142.575,2024/06/13 11:32:33.0949,5,1.0,63.0
142.821,2024/06/13 11:32:33.3409,5,1.0,63.0
143.025,2024/06/13 11:32:33.5449,3,1.0,61.0
143.067,2024/06/13 11:32:33.5869,5,1.0,63.0
143.271,2024/06/13 11:32:33.7909,3,1.0,61.0
143.518,2024/06/13 11:32:34.0379,3,1.0,61.0
143.56,2024/06/13 11:32:34.0799,5,1.0,63.0
143.764,2024/06/13 11:32:34.2839,3,1.0,61.0
143.807,2024/06/13 11:32:34.3269,5,1.0,63.0
144.01,2024/06/13 11:32:34.5299,3,1.0,61.0
144.053,2024/06/13 11:32:34.5729,5,1.0,63.0
144.256,2024/06/13 11:32:34.7759,3,1.0,61.0
144.299,2024/06/13 11:32:34.8189,5,1.0,63.0
144.503,2024/06/13 11:32:35.0229,3,1.0,61.0
144.545,2024/06/13 11:32:35.0649,5,1.0,63.0
144.75,2024/06/13 11:32:35.2699,3,1.0,61.0
144.792,2024/06/13 11:32:35.3119,5,1.0,63.0
144.995,2024/06/13 11:32:35.5149,3,1.0,62.0
145.038,2024/06/13 11:32:35.5579,5,1.0,63.0
145.242,2024/06/13 11:32:35.7619,3,1.0,62.0
145.284,2024/06/13 11:32:35.8039,5,1.0,63.0
145.488,2024/06/13 11:32:36.0079,3,1.0,62.0
145.531,2024/06/13 11:32:36.0509,5,1.0,65.0
145.734,2024/06/13 11:32:36.2539,3,1.0,62.0
145.776,2024/06/13 11:32:36.2959,5,1.0,65.0
145.981,2024/06/13 11:32:36.5009,3,1.0,62.0
146.023,2024/06/13 11:32:36.5429,5,1.0,65.0
146.226,2024/06/13 11:32:36.7459,3,1.0,62.0
146.473,2024/06/13 11:32:36.9929,3,1.0,62.0
146.515,2024/06/13 11:32:37.0349,5,1.0,65.0
146.719,2024/06/13 11:32:37.2389,3,1.0,62.0
146.761,2024/06/13 11:32:37.2809,5,1.0,65.0
146.965,2024/06/13 11:32:37.4849,3,1.0,63.0
147.008,2024/06/13 11:32:37.5279,5,1.0,65.0
147.211,2024/06/13 11:32:37.7309,3,1.0,63.0
147.254,2024/06/13 11:32:37.7739,5,1.0,65.0
147.458,2024/06/13 11:32:37.9779,3,1.0,63.0
147.5,2024/06/13 11:32:38.0199,5,1.0,65.0
147.704,2024/06/13 11:32:38.2239,3,1.0,63.0
147.951,2024/06/13 11:32:38.4709,3,1.0,63.0
147.993,2024/06/13 11:32:38.5129,5,1.0,65.0
148.197,2024/06/13 11:32:38.7169,3,1.0,63.0
148.239,2024/06/13 11:32:38.7589,5,1.0,65.0
148.443,2024/06/13 11:32:38.9629,3,1.0,63.0
148.485,2024/06/13 11:32:39.0049,5,1.0,65.0
148.689,2024/06/13 11:32:39.2089,3,1.0,63.0
148.732,2024/06/13 11:32:39.2519,5,1.0,65.0
148.936,2024/06/13 11:32:39.4559,3,1.0,63.0
148.978,2024/06/13 11:32:39.4979,5,1.0,65.0
149.182,2024/06/13 11:32:39.7019,3,1.0,63.0
149.225,2024/06/13 11:32:39.7449,5,1.0,65.0
149.428,2024/06/13 11:32:39.9479,3,1.0,63.0
149.471,2024/06/13 11:32:39.9909,5,1.0,65.0
149.674,2024/06/13 11:32:40.1939,3,1.0,63.0
149.717,2024/06/13 11:32:40.2369,5,1.0,65.0
149.921,2024/06/13 11:32:40.4409,3,1.0,63.0
149.963,2024/06/13 11:32:40.4829,5,1.0,65.0
150.167,2024/06/13 11:32:40.6869,3,1.0,63.0
150.209,2024/06/13 11:32:40.7289,5,1.0,65.0
150.413,2024/06/13 11:32:40.9329,3,1.0,63.0
150.456,2024/06/13 11:32:40.9759,5,1.0,65.0
150.66,2024/06/13 11:32:41.1799,3,1.0,63.0
150.906,2024/06/13 11:32:41.4259,3,1.0,62.0
150.948,2024/06/13 11:32:41.4679,5,1.0,65.0
151.152,2024/06/13 11:32:41.6719,3,1.0,62.0
151.194,2024/06/13 11:32:41.7139,5,1.0,65.0
151.398,2024/06/13 11:32:41.9179,3,1.0,62.0
151.441,2024/06/13 11:32:41.9609,5,1.0,64.0
151.644,2024/06/13 11:32:42.1639,3,1.0,62.0
151.687,2024/06/13 11:32:42.2069,5,1.0,64.0
151.891,2024/06/13 11:32:42.4109,3,1.0,62.0
151.934,2024/06/13 11:32:42.4539,5,1.0,64.0
152.137,2024/06/13 11:32:42.6569,3,1.0,62.0
152.18,2024/06/13 11:32:42.6999,5,1.0,64.0
152.384,2024/06/13 11:32:42.9039,3,1.0,62.0
152.426,2024/06/13 11:32:42.9459,5,1.0,64.0
152.673,2024/06/13 11:32:43.1929,5,1.0,64.0
152.876,2024/06/13 11:32:43.3959,3,1.0,61.0
152.918,2024/06/13 11:32:43.4379,5,1.0,64.0
153.122,2024/06/13 11:32:43.6419,3,1.0,61.0
153.165,2024/06/13 11:32:43.6849,5,1.0,64.0
153.615,2024/06/13 11:32:44.1349,3,1.0,61.0
153.657,2024/06/13 11:32:44.1769,5,1.0,64.0
153.862,2024/06/13 11:32:44.3819,3,1.0,61.0
153.903,2024/06/13 11:32:44.4229,5,1.0,64.0
154.107,2024/06/13 11:32:44.6269,3,1.0,61.0
154.15,2024/06/13 11:32:44.6699,5,1.0,64.0
154.354,2024/06/13 11:32:44.8739,3,1.0,61.0
154.397,2024/06/13 11:32:44.9169,5,1.0,64.0
154.6,2024/06/13 11:32:45.1199,3,1.0,61.0
154.643,2024/06/13 11:32:45.1629,5,1.0,64.0
154.846,2024/06/13 11:32:45.3659,3,1.0,61.0
154.889,2024/06/13 11:32:45.4089,5,1.0,64.0
155.092,2024/06/13 11:32:45.6119,3,1.0,61.0
155.135,2024/06/13 11:32:45.6549,5,1.0,64.0
155.338,2024/06/13 11:32:45.8579,3,1.0,61.0
155.381,2024/06/13 11:32:45.9009,5,1.0,64.0
155.585,2024/06/13 11:32:46.1049,3,1.0,61.0
155.628,2024/06/13 11:32:46.1479,5,1.0,64.0
155.832,2024/06/13 11:32:46.3519,3,1.0,62.0
155.873,2024/06/13 11:32:46.3929,5,1.0,64.0
156.077,2024/06/13 11:32:46.5969,3,1.0,62.0
156.121,2024/06/13 11:32:46.6409,5,1.0,64.0
156.324,2024/06/13 11:32:46.8439,3,1.0,62.0
156.366,2024/06/13 11:32:46.8859,5,1.0,64.0
156.57,2024/06/13 11:32:47.0899,3,1.0,62.0
156.612,2024/06/13 11:32:47.1319,5,1.0,64.0
156.817,2024/06/13 11:32:47.3369,3,1.0,62.0
157.062,2024/06/13 11:32:47.5819,3,1.0,62.0
157.309,2024/06/13 11:32:47.8289,3,1.0,62.0
157.352,2024/06/13 11:32:47.8719,5,1.0,64.0
157.555,2024/06/13 11:32:48.0749,3,1.0,62.0
157.598,2024/06/13 11:32:48.1179,5,1.0,60.0
157.801,2024/06/13 11:32:48.3209,3,1.0,62.0
157.844,2024/06/13 11:32:48.3639,5,1.0,60.0
158.048,2024/06/13 11:32:48.5679,3,1.0,62.0
158.091,2024/06/13 11:32:48.6109,5,1.0,60.0
158.336,2024/06/13 11:32:48.8559,5,1.0,60.0
158.541,2024/06/13 11:32:49.0609,3,1.0,62.0
158.583,2024/06/13 11:32:49.1029,5,1.0,60.0
158.786,2024/06/13 11:32:49.3059,3,1.0,62.0
158.829,2024/06/13 11:32:49.3489,5,1.0,60.0
159.033,2024/06/13 11:32:49.5529,3,1.0,62.0
159.076,2024/06/13 11:32:49.5959,5,1.0,60.0
159.279,2024/06/13 11:32:49.7989,3,1.0,62.0
159.321,2024/06/13 11:32:49.8409,5,1.0,60.0
159.526,2024/06/13 11:32:50.0459,3,1.0,62.0
159.569,2024/06/13 11:32:50.0889,5,1.0,60.0
159.772,2024/06/13 11:32:50.2919,3,1.0,62.0
159.814,2024/06/13 11:32:50.3339,5,1.0,60.0
160.018,2024/06/13 11:32:50.5379,3,1.0,62.0
160.061,2024/06/13 11:32:50.5809,5,1.0,60.0
160.264,2024/06/13 11:32:50.7839,3,1.0,62.0
160.306,2024/06/13 11:32:50.8259,5,1.0,60.0
160.51,2024/06/13 11:32:51.0299,3,1.0,62.0
160.553,2024/06/13 11:32:51.0729,5,1.0,61.0
160.757,2024/06/13 11:32:51.2769,3,1.0,62.0
160.799,2024/06/13 11:32:51.3189,5,1.0,61.0
161.003,2024/06/13 11:32:51.5229,3,1.0,62.0
161.046,2024/06/13 11:32:51.5659,5,1.0,61.0
161.249,2024/06/13 11:32:51.7689,3,1.0,62.0
161.292,2024/06/13 11:32:51.8119,5,1.0,61.0
161.495,2024/06/13 11:32:52.0149,3,1.0,62.0
161.538,2024/06/13 11:32:52.0579,5,1.0,61.0
161.742,2024/06/13 11:32:52.2619,3,1.0,62.0
161.784,2024/06/13 11:32:52.3039,5,1.0,61.0
161.989,2024/06/13 11:32:52.5089,3,1.0,62.0
162.031,2024/06/13 11:32:52.5509,5,1.0,61.0
162.234,2024/06/13 11:32:52.7539,3,1.0,62.0
162.277,2024/06/13 11:32:52.7969,5,1.0,61.0
162.481,2024/06/13 11:32:53.0009,3,1.0,62.0
162.727,2024/06/13 11:32:53.2469,3,1.0,62.0
162.769,2024/06/13 11:32:53.2889,5,1.0,61.0
162.973,2024/06/13 11:32:53.4929,3,1.0,62.0
163.22,2024/06/13 11:32:53.7399,3,1.0,62.0
163.262,2024/06/13 11:32:53.7819,5,1.0,61.0
163.466,2024/06/13 11:32:53.9859,3,1.0,62.0
163.509,2024/06/13 11:32:54.0289,5,1.0,61.0
163.712,2024/06/13 11:32:54.2319,3,1.0,62.0
163.755,2024/06/13 11:32:54.2749,5,1.0,61.0
164.001,2024/06/13 11:32:54.5209,5,1.0,61.0
164.205,2024/06/13 11:32:54.7249,3,1.0,62.0
164.248,2024/06/13 11:32:54.7679,5,1.0,61.0
164.451,2024/06/13 11:32:54.9709,3,1.0,61.0
164.494,2024/06/13 11:32:55.0139,5,1.0,61.0
164.697,2024/06/13 11:32:55.2169,3,1.0,61.0
164.74,2024/06/13 11:32:55.2599,5,1.0,61.0
164.943,2024/06/13 11:32:55.4629,3,1.0,61.0
164.986,2024/06/13 11:32:55.5059,5,1.0,61.0
165.191,2024/06/13 11:32:55.7109,3,1.0,61.0
165.436,2024/06/13 11:32:55.9559,3,1.0,62.0
165.478,2024/06/13 11:32:55.9979,5,1.0,61.0
165.682,2024/06/13 11:32:56.2019,3,1.0,62.0
165.725,2024/06/13 11:32:56.2449,5,1.0,61.0
165.928,2024/06/13 11:32:56.4479,3,1.0,62.0
165.971,2024/06/13 11:32:56.4909,5,1.0,61.0
166.175,2024/06/13 11:32:56.6949,3,1.0,62.0
166.218,2024/06/13 11:32:56.7379,5,1.0,61.0
166.421,2024/06/13 11:32:56.9409,3,1.0,62.0
166.464,2024/06/13 11:32:56.9839,5,1.0,62.0
166.668,2024/06/13 11:32:57.1879,3,1.0,62.0
166.914,2024/06/13 11:32:57.4339,3,1.0,62.0
166.957,2024/06/13 11:32:57.4769,5,1.0,62.0
167.16,2024/06/13 11:32:57.6799,3,1.0,62.0
167.203,2024/06/13 11:32:57.7229,5,1.0,62.0
167.652,2024/06/13 11:32:58.1719,3,1.0,62.0
167.695,2024/06/13 11:32:58.2149,5,1.0,62.0
167.898,2024/06/13 11:32:58.4179,3,1.0,62.0
167.942,2024/06/13 11:32:58.4619,5,1.0,62.0
168.145,2024/06/13 11:32:58.6649,3,1.0,62.0
168.188,2024/06/13 11:32:58.7079,5,1.0,62.0
168.391,2024/06/13 11:32:58.9109,3,1.0,62.0
168.433,2024/06/13 11:32:58.9529,5,1.0,61.0
168.638,2024/06/13 11:32:59.1579,3,1.0,62.0
168.68,2024/06/13 11:32:59.1999,5,1.0,61.0
168.884,2024/06/13 11:32:59.4039,3,1.0,62.0
168.927,2024/06/13 11:32:59.4469,5,1.0,61.0
169.13,2024/06/13 11:32:59.6499,3,1.0,63.0
169.173,2024/06/13 11:32:59.6929,5,1.0,61.0
169.377,2024/06/13 11:32:59.8969,3,1.0,63.0
169.623,2024/06/13 11:33:00.1429,3,1.0,63.0
169.666,2024/06/13 11:33:00.1859,5,1.0,61.0
169.869,2024/06/13 11:33:00.3889,3,1.0,63.0
169.912,2024/06/13 11:33:00.4319,5,1.0,61.0
170.116,2024/06/13 11:33:00.6359,3,1.0,63.0
170.158,2024/06/13 11:33:00.6779,5,1.0,61.0
170.361,2024/06/13 11:33:00.8809,3,1.0,63.0
170.404,2024/06/13 11:33:00.9239,5,1.0,60.0
170.608,2024/06/13 11:33:01.1279,3,1.0,63.0
170.651,2024/06/13 11:33:01.1709,5,1.0,60.0
170.853,2024/06/13 11:33:01.3729,3,1.0,63.0
170.896,2024/06/13 11:33:01.4159,5,1.0,60.0
171.1,2024/06/13 11:33:01.6199,3,1.0,63.0
171.143,2024/06/13 11:33:01.6629,5,1.0,60.0
171.347,2024/06/13 11:33:01.8669,3,1.0,63.0
171.39,2024/06/13 11:33:01.9099,5,1.0,61.0
171.593,2024/06/13 11:33:02.1129,3,1.0,63.0
171.636,2024/06/13 11:33:02.1559,5,1.0,61.0
171.839,2024/06/13 11:33:02.3589,3,1.0,63.0
171.882,2024/06/13 11:33:02.4019,5,1.0,61.0
172.085,2024/06/13 11:33:02.6049,3,1.0,63.0
172.128,2024/06/13 11:33:02.6479,5,1.0,61.0
172.332,2024/06/13 11:33:02.8519,3,1.0,63.0
172.578,2024/06/13 11:33:03.0979,3,1.0,63.0
172.621,2024/06/13 11:33:03.1409,5,1.0,61.0
172.824,2024/06/13 11:33:03.3439,3,1.0,63.0
172.866,2024/06/13 11:33:03.3859,5,1.0,61.0
173.07,2024/06/13 11:33:03.5899,3,1.0,63.0
173.113,2024/06/13 11:33:03.6329,5,1.0,61.0
173.317,2024/06/13 11:33:03.8369,3,1.0,63.0
173.359,2024/06/13 11:33:03.8789,5,1.0,61.0
173.606,2024/06/13 11:33:04.1259,5,1.0,61.0
173.809,2024/06/13 11:33:04.3289,3,1.0,63.0
173.852,2024/06/13 11:33:04.3719,5,1.0,61.0
174.056,2024/06/13 11:33:04.5759,3,1.0,63.0
174.099,2024/06/13 11:33:04.6189,5,1.0,61.0
174.302,2024/06/13 11:33:04.8219,3,1.0,63.0
174.344,2024/06/13 11:33:04.8639,5,1.0,61.0
174.548,2024/06/13 11:33:05.0679,3,1.0,63.0
174.591,2024/06/13 11:33:05.1109,5,1.0,62.0
174.794,2024/06/13 11:33:05.3139,3,1.0,63.0
174.837,2024/06/13 11:33:05.3569,5,1.0,62.0
175.04,2024/06/13 11:33:05.5599,3,1.0,63.0
175.084,2024/06/13 11:33:05.6039,5,1.0,62.0
175.287,2024/06/13 11:33:05.8069,3,1.0,63.0
175.533,2024/06/13 11:33:06.0529,3,1.0,63.0
175.576,2024/06/13 11:33:06.0959,5,1.0,62.0
175.779,2024/06/13 11:33:06.2989,3,1.0,63.0
175.822,2024/06/13 11:33:06.3419,5,1.0,62.0
176.025,2024/06/13 11:33:06.5449,3,1.0,63.0
176.272,2024/06/13 11:33:06.7919,3,1.0,63.0
176.518,2024/06/13 11:33:07.0379,3,1.0,63.0
176.561,2024/06/13 11:33:07.0809,5,1.0,62.0
176.765,2024/06/13 11:33:07.2849,3,1.0,63.0
176.808,2024/06/13 11:33:07.3279,5,1.0,62.0
177.011,2024/06/13 11:33:07.5309,3,1.0,63.0
177.054,2024/06/13 11:33:07.5739,5,1.0,62.0
177.257,2024/06/13 11:33:07.7769,3,1.0,63.0
177.3,2024/06/13 11:33:07.8199,5,1.0,62.0
177.503,2024/06/13 11:33:08.0229,3,1.0,63.0
177.546,2024/06/13 11:33:08.0659,5,1.0,62.0
177.749,2024/06/13 11:33:08.2689,3,1.0,63.0
177.792,2024/06/13 11:33:08.3119,5,1.0,62.0
177.996,2024/06/13 11:33:08.5159,3,1.0,63.0
178.038,2024/06/13 11:33:08.5579,5,1.0,62.0
178.243,2024/06/13 11:33:08.7629,3,1.0,63.0
178.285,2024/06/13 11:33:08.8049,5,1.0,62.0
178.488,2024/06/13 11:33:09.0079,3,1.0,63.0
178.531,2024/06/13 11:33:09.0509,5,1.0,62.0
178.734,2024/06/13 11:33:09.2539,3,1.0,63.0
178.778,2024/06/13 11:33:09.2979,5,1.0,62.0
178.981,2024/06/13 11:33:09.5009,3,1.0,63.0
179.024,2024/06/13 11:33:09.5439,5,1.0,62.0
179.227,2024/06/13 11:33:09.7469,3,1.0,63.0
179.27,2024/06/13 11:33:09.7899,5,1.0,62.0
179.474,2024/06/13 11:33:09.9939,3,1.0,64.0
179.516,2024/06/13 11:33:10.0359,5,1.0,62.0
179.72,2024/06/13 11:33:10.2399,3,1.0,64.0
179.763,2024/06/13 11:33:10.2829,5,1.0,62.0
179.966,2024/06/13 11:33:10.4859,3,1.0,64.0
180.009,2024/06/13 11:33:10.5289,5,1.0,62.0
180.212,2024/06/13 11:33:10.7319,3,1.0,64.0
180.255,2024/06/13 11:33:10.7749,5,1.0,62.0
180.458,2024/06/13 11:33:10.9779,3,1.0,64.0
180.502,2024/06/13 11:33:11.0219,5,1.0,62.0
180.705,2024/06/13 11:33:11.2249,3,1.0,64.0
180.748,2024/06/13 11:33:11.2679,5,1.0,62.0
180.952,2024/06/13 11:33:11.4719,3,1.0,64.0
180.995,2024/06/13 11:33:11.5149,5,1.0,62.0
181.198,2024/06/13 11:33:11.7179,3,1.0,64.0
181.241,2024/06/13 11:33:11.7609,5,1.0,62.0
181.443,2024/06/13 11:33:11.9629,3,1.0,64.0
181.486,2024/06/13 11:33:12.0059,5,1.0,62.0
181.69,2024/06/13 11:33:12.2099,3,1.0,64.0
181.936,2024/06/13 11:33:12.4559,3,1.0,64.0
181.979,2024/06/13 11:33:12.4989,5,1.0,62.0
182.182,2024/06/13 11:33:12.7019,3,1.0,64.0
182.226,2024/06/13 11:33:12.7459,5,1.0,62.0
182.429,2024/06/13 11:33:12.9489,3,1.0,64.0
182.472,2024/06/13 11:33:12.9919,5,1.0,62.0
182.674,2024/06/13 11:33:13.1939,3,1.0,64.0
182.718,2024/06/13 11:33:13.2379,5,1.0,62.0
182.921,2024/06/13 11:33:13.4409,3,1.0,64.0
182.964,2024/06/13 11:33:13.4839,5,1.0,62.0
183.21,2024/06/13 11:33:13.7299,5,1.0,62.0
183.414,2024/06/13 11:33:13.9339,3,1.0,64.0
183.458,2024/06/13 11:33:13.9779,5,1.0,62.0
183.66,2024/06/13 11:33:14.1799,3,1.0,64.0
183.703,2024/06/13 11:33:14.2229,5,1.0,62.0
183.907,2024/06/13 11:33:14.4269,3,1.0,64.0
183.949,2024/06/13 11:33:14.4689,5,1.0,62.0
184.152,2024/06/13 11:33:14.6719,3,1.0,64.0
184.195,2024/06/13 11:33:14.7149,5,1.0,62.0
184.398,2024/06/13 11:33:14.9179,3,1.0,63.0
184.442,2024/06/13 11:33:14.9619,5,1.0,63.0
184.645,2024/06/13 11:33:15.1649,3,1.0,63.0
184.688,2024/06/13 11:33:15.2079,5,1.0,63.0
184.892,2024/06/13 11:33:15.4119,3,1.0,63.0
184.935,2024/06/13 11:33:15.4549,5,1.0,63.0
185.138,2024/06/13 11:33:15.6579,3,1.0,63.0
185.181,2024/06/13 11:33:15.7009,5,1.0,63.0
185.63,2024/06/13 11:33:16.1499,3,1.0,63.0
185.673,2024/06/13 11:33:16.1929,5,1.0,63.0
185.877,2024/06/13 11:33:16.3969,3,1.0,63.0
185.921,2024/06/13 11:33:16.4409,5,1.0,63.0
186.123,2024/06/13 11:33:16.6429,3,1.0,64.0
186.166,2024/06/13 11:33:16.6859,5,1.0,63.0
186.369,2024/06/13 11:33:16.8889,3,1.0,64.0
186.412,2024/06/13 11:33:16.9319,5,1.0,63.0
186.615,2024/06/13 11:33:17.1349,3,1.0,64.0
186.658,2024/06/13 11:33:17.1779,5,1.0,63.0
186.861,2024/06/13 11:33:17.3809,3,1.0,64.0
186.904,2024/06/13 11:33:17.4239,5,1.0,63.0
187.108,2024/06/13 11:33:17.6279,3,1.0,63.0
187.151,2024/06/13 11:33:17.6709,5,1.0,63.0
187.354,2024/06/13 11:33:17.8739,3,1.0,63.0
187.397,2024/06/13 11:33:17.9169,5,1.0,63.0
187.6,2024/06/13 11:33:18.1199,3,1.0,63.0
187.643,2024/06/13 11:33:18.1629,5,1.0,63.0
187.847,2024/06/13 11:33:18.3669,3,1.0,63.0
187.89,2024/06/13 11:33:18.4099,5,1.0,63.0
188.093,2024/06/13 11:33:18.6129,3,1.0,63.0
188.136,2024/06/13 11:33:18.6559,5,1.0,63.0
188.339,2024/06/13 11:33:18.8589,3,1.0,63.0
188.382,2024/06/13 11:33:18.9019,5,1.0,63.0
188.585,2024/06/13 11:33:19.1049,3,1.0,63.0
188.628,2024/06/13 11:33:19.1479,5,1.0,63.0
188.832,2024/06/13 11:33:19.3519,3,1.0,63.0
188.874,2024/06/13 11:33:19.3939,5,1.0,63.0
189.078,2024/06/13 11:33:19.5979,3,1.0,63.0
189.121,2024/06/13 11:33:19.6409,5,1.0,63.0
189.324,2024/06/13 11:33:19.8439,3,1.0,63.0
189.367,2024/06/13 11:33:19.8869,5,1.0,63.0
189.571,2024/06/13 11:33:20.0909,3,1.0,63.0
189.614,2024/06/13 11:33:20.1339,5,1.0,63.0
189.817,2024/06/13 11:33:20.3369,3,1.0,63.0
189.86,2024/06/13 11:33:20.3799,5,1.0,63.0
190.063,2024/06/13 11:33:20.5829,3,1.0,63.0
190.107,2024/06/13 11:33:20.6269,5,1.0,63.0
190.31,2024/06/13 11:33:20.8299,3,1.0,63.0
190.353,2024/06/13 11:33:20.8729,5,1.0,63.0
190.555,2024/06/13 11:33:21.0749,3,1.0,63.0
190.599,2024/06/13 11:33:21.1189,5,1.0,63.0
190.802,2024/06/13 11:33:21.3219,3,1.0,63.0
190.845,2024/06/13 11:33:21.3649,5,1.0,63.0
191.048,2024/06/13 11:33:21.5679,3,1.0,63.0
191.091,2024/06/13 11:33:21.6109,5,1.0,63.0
191.295,2024/06/13 11:33:21.8149,3,1.0,63.0
191.541,2024/06/13 11:33:22.0609,3,1.0,64.0
191.584,2024/06/13 11:33:22.1039,5,1.0,63.0
191.787,2024/06/13 11:33:22.3069,3,1.0,64.0
191.83,2024/06/13 11:33:22.3499,5,1.0,63.0
